lemma,pos,semantic_relationship,sense_source,sense_target
Liebhaber,noun,narrower,ein Mann in seiner Eigenschaft als Sexualpartner,Partner für sexuelle Aktivitäten.
Liebhaber,noun,related,Rolle des werbenden und buhlenden Mannes,"Eine Person, die ein besonderes Interessengebiet oder eine besondere Aktivität mag, kennt und schätzt."
Liebhaber,noun,narrower,"Mann, der sich für etwas besonders begeistern kann, eine starke Vorliebe für etwas hat","Eine Person, die ein besonderes Interessengebiet oder eine besondere Aktivität mag, kennt und schätzt."
Märtyrer,noun,exact,"jemand, der Leiden auf sich nimmt, um ein bestimmtes Ziel zu erreichen","Jemand, der um eines Prinzip willens leidet."
Mätresse,noun,exact,die Geliebte eines verheirateten Mannes,"Eine Frau, die mit einem bedeutenden Mann kohabitiert."
Mönch,noun,broader,Einsiedler oder Mitglied eines geistlichen Männerordens,"Mann, der Mitglied eines Ordens ist und unter einer gemeinschaftlichen Odnung abgeschlossen von der Welt lebt."
Madonna,noun,exact,Darstellung der Gottesmutter in der Kunst,"Darstellung von Maria, der Mutter Jesu, als Gemälde, Statue, Ikone etc."
Magier,noun,exact,"Person, die übernatürliche Fähigkeiten besitzt und anwendet",Jemand der Magie oder Hexerei praktiziert.
Mango,noun,exact,tropischer Baum aus der Art,"Tropischer asiatischer Obstbaum, Mangifera indica."
Mars,noun,exact,römischer Gott des Krieges,Römischer Kriegsott
Mars,noun,exact,vierter Planet in unserem Sonnensystem,Der vierte Planet (vom Zentrum aus gezählt) unseres Sonnensystems.
Marter,noun,exact,"(meist absichtlich zugefügtes) körperliches oder seelisches Leid, Qual","Das gezielte Zufügen von psychischem oder physischem Leid an einem Menschen oder Tier zum Zweck der Bestrafung, als Zwangsmittel oder aus purer Grausamkeit."
Mast,noun,exact,"wie 1, aber speziell auf Schiffen ( das Kollektiv Schiff ist bereits bestimmt)","Eine Stange aus Holz oder Stahl, lang, rund und gerade, auf einem Schiff stehend, dazu gedacht die Segel, Flaggen, Beleuchtung oder auch Kommunikationsgeräte zu tragen."
Maulwurf,noun,exact,"ein Säugetier, das sich durch die Erde gräbt","Ein schwarzes, spitzschäuziges, insektenfressendes Säugetier mit Grabpfoten, das in Gängen lebt, die es sich unter der Erde gräbt."
Maulwurf,noun,exact,"ein Spion, der sich in eine Firma oder Institution einschleicht und zum Zwecke der Tarnung erst nach einiger Zeit aktiv wird und seine Tätigkeit aufnimmt","Eine Person, die in einer Umgebung oder Organisation tätig ist wobei sie zugleich heimlich Interna und vertrauliche Informationen an eine andere Organisation oder Gruppe weitergibt, die oft ganz entgegengesetzte Ziele verfolgt."
Maus,noun,exact,"kleines graues oder braunes Säugetier mit überwiegend langem Schwanz, rattenähnlich, in der Zuchtform auch weiß oder schwarz","Ein kleines Nagetier aus der Gattung ''mus'' oder verschiedenen verwandten Gattungen der Familie ''Muridae'', charakterisiert durch einen langen, haarlosen Schwanz, runde Ohren und eine spitze Nase."
Maus,noun,exact,Gerät mit Funktion zur Eingabe von Signalen zur Bedienung von Computern,"Ein Eingabegerät an einem Computer, das einen Zeiger auf der X- und Y-Achse der grafischen Benutzeroberfläche bewegt, wenn es über eine glatte Oberfläche bewegt wird, und eine oder mehrere Tasten zum Anklicken von Elementen in der grafischen Benutzeroberfläche wie beispielsweise von Schaltflächen hat."
Messerspitze,noun,exact,das dem Griff gegenüberliegende Ende eines Messers,Die Spitze einer Messerklinge.
Messerspitze,noun,exact,"unscharfe Mengenangabe für eine (meist pulverförmige) Zutat so viel, wie auf der Spitze eines Messers liegen bleibt","In Kochrezepten übliche Maßeinheit, die die Menge Pulver bezeichnet, die auf die Spitze eines Messers passt."
Metamorphose,noun,exact,Veränderung oder Umwandlung von Form oder Zustand,Das Umwandeln von einer Form in eine andere.
Metamorphose,noun,exact,Durchlaufen verschiedener Entwicklungsstadium|Entwicklungsstadien bei Tieren,"Biologie: Wandel, den bestimmte Tiere (Insekten, Reptilien) im Laufe ihre Lebens durchmachen und dabei verschiedene Stufen durchlaufen."
Metastase,noun,exact,"durch Verschleppung von Tumorzellen neu entstandener, bösartiger Tumor","Krebstumor, der von Krebszellen gebildet wurde, die sich von einem primären Tumor in einem anderen Körperteil ausgebreitet haben."
Mispel,noun,related,die Pflanzengattung Mespilus (deutsch Mispeln),Kleiner Baum mit essbaren Früchten.
Mispel,noun,exact,"aus Vorderasien stammender, bis zu fünf Meter hoher Baum mit großen, weißen Blüten und orangen Früchten",Kleiner Baum mit essbaren Früchten.
Mispel,noun,exact,"apfelförmige Frucht von 1 mit säuerlichem, aromatischem Geschmack, die erst im überreifen Zustand essbar ist",Essbare Frucht des Mispelbaums.
Mississippi,noun,exact,ein 3778 Kilometer langer Strom in den USA,Der längste Fluss in den Vereinigten Staaten
Mond,noun,exact,"Himmelskörper, der einen Planeten umkreist",Natürlicher Satellit eines Planeten.
Mond,noun,exact,"der die Erde umkreisende Mond, der Erdmond, natürlicher Satellit, Trabant der Erde",Der einzige natürliche Satellit der Erde.
Mond,noun,narrower,Monat,"Eine Monatszeit, insbesondere eine Mondperiode von ungefähr 28 Tagen Dauer."
Moosbeere,noun,exact,", insbesondere die in Europa heimische Gewöhnliche Moosbeere",Die essbare Beere des Moosbeerenstrauchs mit kräftiger roter Farbe.
Moosbeere,noun,exact,essbare Frucht von 1,Die essbare Beere des Moosbeerenstrauchs mit kräftiger roter Farbe.
Morgen,noun,exact,Tageszeit zwischen Nacht und Vormittag,"Der Zeitabschnitt, der vom Beginn eines Tages bis zum Mittag (12:00 Uhr) dauert."
Morgen,noun,exact,"historisches Flächenmaß, variierte je nach Zeitabschnitt und Landstrich in seiner Größe","Ein „Morgen“ war die Fläche, die an einem Vormittag gepflügt werden konnte. Das war meistens weniger als ein Hektar. Die genaue Größe unterschied sich von Region zu Region."
Morgen,noun,exact,die morgendlich|morgendliche Begrüßung „guten Morgen|Guten Morgen!“,"Gruß, der morgens zur Begrüßung oder zum Abschied verwendet wird."
Mythologie,noun,exact,systematisch-wissenschaftliche Darstellung der und die Beschäftigung mit den Mythos|Mythen,Die systematische Sammlung und das Studium von Mythen.
Mythologie,noun,exact,Gesamtheit oder System der Mythen einer Kultur,Mythen insgesamt der Korpus von mit einer Kultur oder Institution oder Person verbundenen Geschichten.
Nachtmahr,noun,exact,"ein Schreckgespenst, welches in einem Traum auftaucht (vergleiche das englische nightmare (Albtraum))","Ein Gespenst, das nachts erscheint."
Nachtmahr,noun,exact,"ein Traum, der sehr unangenehm ist und Angst bereitet","Unangenehmer Traum, der Gefühle von Angst und Schrecken auslöst."
Nachtschicht,noun,exact,"Arbeitszeit, Dienst in der Nacht",Arbeitszeit während der Nacht.
Nachtschicht,noun,exact,die Gruppe der Arbeiter in einer Nachtschicht,"Gruppe von Menschen, die nachts arbeiten."
Narr,noun,exact,ein Gaukler und Spaßmacher im Mittelalter bei Hofe,"Person in leuchtendem Gewand und Narrenkappe, die den mittelalterlichen Hof amüsierte."
Narr,noun,exact,"ein Mensch, der sich unklug verhalten|verhält",Person mit mangelndem Urteilsvermögen oder niedriger Intelligenz.
Natur,noun,exact,die Welt der Natur (im Gegensatz zu der durch den Menschen geschaffenen Welt der Kultur),"Die Gesamtheit aller natürlichen Systeme inklusive Luft, Erde, Wasser und alle Lebewesen."
Neptun,noun,exact,achter Planet unseres Sonnensystem|Sonnensystems,Der achte (vom Zentrum aus gezählt) und äußerste Planet unseres Sonnensystems.
Neptun,noun,exact,römischer Gott des Meeres,Der Gott des Wassers und des Meeres in der römischen Mythologie.
Netzwerk,noun,exact,(netzartige) Verbindung mehrerer Personen oder Objekte,"Ein System von miteinander verbundenen Knoten. Als Verbindung können alle möglichen Dinge dienen, von Eisenbahnlinien über Datenkabel und persönliche Beziehungen bis hin zu den Nervensträngen des menschlichen Körpers."
Netzwerk,noun,exact,mehrere zum Datenaustausch verbundene Rechner bzw. deren Verbindung,"Ein Netzwerk von verbundenen Computern, von kleinen Heimnetzwerken bis hin zum weltumspannenden Internet."
Neutrum,noun,exact,das sächliche oder neutrale Geschlecht oder Genus eines Substantivs oder einer Form des Adjektivs in einer Sprache,"Das als sächlich bestimmte Geschlecht eines Wortes, das in manchen Sprachen vorkommt."
Neutrum,noun,exact,"ein Wort sächlichen Geschlechts, besonders ein Substantiv sächlichen Geschlechts",Sächliches Substantiv.
Nomen,noun,exact,Oberbegriff aller deklinierbaren Wortarten,Ein deklinierbares Wort eine Wortart.
Nomen,noun,related,Synonym zu Substantiv (Hauptwort),Ein deklinierbares Wort eine Wortart.
Null,noun,exact,"die ganze (und je nach Definition natürliche) Zahl, die Kardinalzahl vor der Eins",Die Ziffer „0“
Null,noun,exact,"die Ziffer Null (0 – in Fremdsprachen auch ٠, 零, 〇)",Die Ziffer „0“
Nuss,noun,broader,essbarer Same mit harter Schale,Die Frucht des Walnußbaums.
Nuss,noun,broader,"Frucht mit verholztem Perikarp, die sich nicht öffnet",Die Frucht des Walnußbaums.
Nymphe,noun,exact,"weiblicher, meist anmutiger Naturgeist; Personifikation von Naturkräften; niedere Gottheit",Eine für gewöhnlich als schöne Jungfrau dargestellte weiblich Gottheit niederen Ranges.
Nymphe,noun,narrower,"Jungtiere einiger Insekten im zweiten Entwicklungsstadium zwischen Larve und Puppe, das bereits Anlagen zu Flügel aufweist",Die Larve eines Insektes mit unvollständiger Metamorphose (wie eine Libelle oder Eintagsfliege).
Nymphe,noun,exact,"junges Mädchen oder Frau, das einerseits kindlich und unschuldig, andererseits erotisch verführerisch wirkt",Eine für gewöhnlich als schöne Jungfrau dargestellte weiblich Gottheit niederen Ranges.
Olive,noun,exact,"mediterrane Steinfrucht, Frucht des Ölbaums",Die kleine ovale Frucht des Olivenbaums (Olea europaea).
Oma,noun,exact,Großmutter; Mutter des Vaters oder der Mutter,Die Mutter eines Elternteils einer Person.
Oma,noun,exact,alte Frau,Eine alte Frau.
Oper,noun,exact,"Gattungsbezeichnung für dramatische Bühnenwerke, deren Handlung durch Gesang und Instrumentalmusik dargestellt wird","Eine Kunstform, in der eine szenisch-dramatische Handlung durch Musik gestaltet wird."
Oper,noun,exact,Bezeichnung für ein einzelnes Werk der Gattung,Ein einzelnes Werk aus der Gattung Oper.
Oper,noun,exact,kurz für Opernhaus,"Ein Gebäude, in dem Opernwerke aufgeführt werden."
Oper,noun,exact,"Unternehmen, das Opern organisiert","Ein Unternehmen, das Opern aufführt."
Opfer,noun,broader,meist rituelle Gabe an einen Gott,"Ein Lebewesen, Mensch oder Tier, welches, gewöhnlich in einem religösen Ritus, getötet als eine Gabe dargeboten wird."
Opfer,noun,exact,"etwas, das man abgibt oder spendet, so dass man selbst darauf verzichten muss","Etwas, das aufgegeben oder verloren wurde, um ein Ziel zu erreichen"
Opfer,noun,related,"jemand, der durch etwas Schaden erlitten hat","Eine Person, die das Ziel eines Angriffs (insbesondere ein Opfer von Spott oder Ausbeutung) durch eine feindselige Person oder einen Einfluss."
Orange,noun,exact,"süßliche, orangefarbene Zitrusfrucht ()",Die säuerliche Frucht des Orangenbaumes (Citrus Sinensis) ist für gewöhnlich orange gefärbt und hat eine dicke Schale und Kerne.
Orange,noun,exact,"bittere, aus Pampelmuse und Mandarine hybridisierte Zitrusfrucht ()",Die säuerliche Frucht des Orangenbaumes (Citrus Sinensis) ist für gewöhnlich orange gefärbt und hat eine dicke Schale und Kerne.
Orden,noun,exact,"(klösterliche) Gemeinschaft, die unter einem Oberer|Oberen oder einer Oberin nach bestimmten Regeln lebt und deren Mitglieder bestimmte Gelübde abgelegt haben müssen","Eine Gruppe von Personen, die unter einer religiösen Vorschrift leben."
Orden,noun,exact,"weltlicher Verband, dessen Mitglieder nach bestimmten Vorschriften leben",Eine formelle Vereinigung von Menschen mit ähnlichen Interessen.
Orden,noun,exact,"Ehrenzeichen als Auszeichnung für besondere Verdienste und Leistungen zum Beispiel im militärischen, wissenschaftlichen, künstlerischen oder sozialen Bereich, das häufig vom Staat einer Einzelperson oder einer Gruppe von Personen verliehen wird","Ein staatliches Ehrenzeichen, das für außerordentliche Leistungen an eine Einzelperson oder eine Gruppe verliehen wird."
Ordnungszahl,noun,exact,Nummer eines Elements im Periodensystem der Elemente,"Zahl, die die Position (eines Elements) in einer Folge angibt"
Ort,noun,exact,"lokalisierbarer, begrenzter Platz, definierte Stelle (punktförmig oder ausgedehnt) auf einer Fläche oder im Raum",Position oder Gebiet im Raum
Ortsname,noun,exact,der Eigenname von topografischen Objekten,"Ein Eigenname, der ein topografisches Gebilde benennt."
Ortsname,noun,exact,der Eigenname von Siedlungen,"Ein Eigenname, der ein topografisches Gebilde benennt."
Papyrus,noun,exact,im Altertum genutzter Beschreibstoff,"Dickes, papierartiges Material aus dem Mark der Papyruspflanze."
Parität,noun,narrower,gleichmäßiges Verhältnis von Stimmen in einem Gremium,Zahlenmäßige Gleichheit.
Passion,noun,exact,der Leidensweg (das Leiden und Sterben) wJesu Christi|Jesu Christi,Leiden insbesondere im Christentum das Leiden Jesus vor und während seiner Kreuzigung.
Passion,noun,exact,allgemein anderer Ausdruck für Leidenschaft,"Ein Gefühl starken Eifers, gewöhnlich zugunsten einer Person oder Sache."
Pate,noun,broader,Ehrenamt in christlichen Kirchen zur Unterstützung der Eltern bei der religiösen Erziehung und Zeuge bei einer Sakramentsverleihung,"Ein bei der Taufe eines Kindes anwesender Mann, der verspricht, das Kind in der christlichen Tradition zu erziehen zu helfen."
Pate,noun,narrower,kurz für Mafiapate (Führungsposition der Mafia),"Eine bei der Taufe eines Kindes anwesende Person, die verspricht, das Kind in der christlichen Tradition zu erziehen zu helfen."
Perle,noun,exact,"kugelförmiges Abfallprodukt bestimmter Muschelarten aus Perlmutt, das zu (kostbarem) Schmuck verarbeitet wird","Harter, rundlicher Gegenstand aus Perlmutt, der in den Weichteilen bestimmter Mollusken gebildet wird."
Perle,noun,broader," eine Person, die einem wichtig ist; dienstbarer Geist","Eine Frau, die von einem oder mehreren Männern als sexuell attraktiv empfunden wird."
Person,noun,exact,ein Mensch,Ein Mensch.
Pest,noun,related,"konkrete Pestepidemie, in einem bestimmten Zeitraum und bestimmtem Gebiet","Tödliche Infektionskrankheit, die durch das Bakterium Yersinia pestis ausgelöst wird."
Pest,noun,narrower,"eine Reihe von Tierkrankheiten, zum Beispiel die Geflügelpest","Tödliche Infektionskrankheit, die durch das Bakterium Yersinia pestis ausgelöst wird."
Pfeife,noun,exact,"Gerät zum Erzeugen von Ton|Tönen, bei dem Luft in der Regel über eine Kante geblasen wird","Eine kleine Röhre aus Metall oder Plastik, die einen lauten und hohen Ton produziert wenn hineingeblasen wird. Sie wird verwendet, um ein Signal zu geben oder Aufmerksamkeit auf sich zu lenken."
Pfeife,noun,exact,Gerät zum rauchen|Rauchen,"Aus einem Mundstück, einem länglichen Pfeifenrohr und dem Pfeifenkopf bestehendes Gerät, das zum Rauchen von Tabak benutzt wird."
Pfirsich,noun,exact,Frucht des Pfirsichbaums,"Die süße, weiche und saftige Frucht des Pfirsichbaums, mit normalerweise roter oder orangefarbener Haut, gelbem Fruchtfleisch und großem Kern."
Pfirsich,noun,exact,Pfirsichbaum,"Baumart aus China, die saftige Früchte mit roter oder orangefarbener Haut, gelbem Fruchtfleisch und einem großen Kern trägt."
Pfund,noun,exact,", Seite 533 Maßeinheit der Masse für zirka beziehungsweise genau 500 Gramm",Ein Gewicht von fast einem halben Klogramm.
Pfund,noun,exact,"britische und amerikanische Maßeinheit der Masse = 453,59237 Gramm",Ein Gewicht von fast einem halben Klogramm.
Pfund,noun,broader,Währungseinheit verschiedener Staaten,Die Währung von Ägypten.
Pfund,noun,broader,Währungseinheit verschiedener Staaten,Die Währung des Vereinigten Königreichs.
Pirat,noun,exact,"Räuber, der Schiffe oder Flugzeuge überfällt","Ein Verbrecher, der auf See raubt und plündert normalerweise Handelsschiffe überfällt, aber oftmals auch Hafenstädte ausraubt."
